customer_id,churn,tenure,city_tier,warehouse_to_home,gender,hour_spend_on_app,number_of_device_registered,satisfaction_score,marital_status,number_of_address,complain,order_amount_hike_fromlast_year,coupon_used,order_count,day_since_last_order,cashback_amount,preferred_login_device,preferred_payment_mode,prefered_order_cat
51363,0.0,0.0,1.0,22.0,Male,2.2206332353188305,1.0,1.0,Married,2.0,1.0,13.0,0.0,1.0,0.0,129.35,Mobile Phone,COD,Mobile
51364,0.0,26.0,3.0,8.0,Female,3.0,4.0,1.0,Married,3.0,0.0,16.0,0.0,2.6719426706116,7.0,254.27,Mobile Phone,Debit Card,Grocery
51365,0.0,11.0,1.0,8.0,Male,2.0,3.0,1.0,Single,6.0,1.0,11.0,0.0,1.0,2.0,139.44,Phone,Debit Card,Mobile Phone
51366,0.0,0.0,1.0,17.0,Female,3.0,1.0,3.0,Married,1.0,0.0,18.0,0.0,1.0,3.0,140.11,Mobile Phone,UPI,Laptop & Accessory
51367,1.0,0.0,3.0,15.0,Male,2.0,4.0,5.0,Single,8.0,0.0,23.0,0.0,1.0,3.0,134.07,Phone,Debit Card,Mobile
51368,0.0,7.0,1.0,13.0,Female,2.0,3.0,4.0,Single,1.0,0.0,11.0,0.0,2.0,5.910697904060573,219.94,Mobile Phone,Debit Card,Grocery
51369,0.0,6.104833411246325,1.0,21.0,Male,3.0,3.0,1.0,Single,2.0,0.0,14.0,1.0,1.0,0.0,112.32,Mobile Phone,Debit Card,Mobile Phone
51370,1.0,0.0,1.0,12.0,Male,2.3368465101469376,3.0,5.0,Single,3.0,0.0,11.0,0.0,1.0,3.0,129.6,Phone,COD,Mobile
51371,0.0,26.0,1.0,11.0,Female,2.0,3.0,3.0,Married,5.0,0.0,11.0,1.9279365053623605,4.0,8.0,290.94,Mobile Phone,UPI,Others
51372,1.0,0.0,1.0,22.0,Female,3.0,5.0,5.0,Single,2.0,1.0,22.0,0.0,6.0,7.0,139.19,Mobile Phone,Debit Card,Mobile Phone
51373,0.0,15.0,3.0,14.0,Male,2.0,3.0,4.0,Married,1.0,0.0,11.0,2.0,4.0,2.0,168.25,Mobile Phone,E wallet,Laptop & Accessory
51374,0.0,17.0,1.0,13.0,Female,2.0,4.0,1.0,Married,4.0,0.0,14.0,0.0,5.0,17.0,202.48,Mobile Phone,Credit Card,Grocery
51375,0.0,19.0,3.0,8.0,Female,2.0,3.0,5.0,Single,4.0,0.0,12.0,0.8602793820967607,2.0,1.0,289.47,Mobile Phone,E wallet,Others
51376,0.0,6.0,1.0,14.50968856073398,Male,3.0,3.0,1.0,Single,5.0,0.0,11.0,0.0,1.0,0.0,124.96,Phone,COD,Mobile
51377,0.0,17.0,1.0,16.0,Male,2.0,3.0,1.0,Married,3.0,1.0,13.0,0.0,1.0,3.0,164.65,Mobile Phone,UPI,Laptop & Accessory
51378,0.0,5.908672928425214,1.0,15.0,Male,2.0,4.0,3.0,Single,2.0,0.0,13.0,0.0,1.0,8.0,122.06,Phone,COD,Mobile
51379,1.0,2.9335776332833587,3.0,11.0,Male,2.0,3.0,1.0,Married,4.0,0.0,14.0,0.0,1.0,0.0,120.86,Phone,Cash on Delivery,Laptop & Accessory
51380,1.0,1.000529631325083,1.0,6.0,Male,3.0,3.0,1.0,Married,3.0,1.0,16.0,0.0,2.0,0.0,122.93,Phone,COD,Mobile
51381,0.0,16.0,1.0,15.101339799423966,Female,3.0,1.0,3.0,Married,2.0,0.0,12.0,1.0,1.0,4.0,126.45,Phone,COD,Mobile
51382,1.0,13.0,3.0,9.0,Male,2.4923212069539438,4.0,3.0,Married,2.0,1.0,14.0,1.0,1.0,2.0,126.83,Phone,E wallet,Mobile
51383,0.0,6.74631429517591,3.0,8.0,Female,3.0,3.0,1.0,Married,2.0,0.0,13.0,2.0,2.0,2.0,120.14,Mobile Phone,E wallet,Mobile
51384,0.0,9.0,1.0,11.0,Female,2.0,4.0,5.0,Married,10.0,1.0,14.0,1.0,1.0,0.0,134.19,Phone,Debit Card,Mobile
51385,0.0,6.0,3.0,6.0,Female,2.0,1.0,5.0,Married,3.0,0.0,19.0,0.0,1.0,3.0,153.76,Mobile Phone,Debit Card,Laptop & Accessory
51386,0.0,5.655568577534561,1.0,10.0,Male,3.0,3.0,1.0,Married,2.0,0.0,12.0,1.0,1.0,0.0,119.51,Mobile Phone,UPI,Mobile
51387,0.0,0.0,1.0,13.683871894089204,Female,2.0,3.0,5.0,Married,2.0,0.0,13.0,1.0,1.0,0.0,123.41,Phone,Debit Card,Mobile
51388,1.0,-0.275329552764104,1.0,31.0,Male,2.0,5.0,3.0,Single,2.0,0.0,12.0,0.0,1.0,1.0,122.93,Phone,Debit Card,Mobile
51389,0.0,0.0,3.0,14.0,Male,2.0,3.0,3.0,Single,2.0,0.0,15.0,1.0,1.0,7.0,187.26,Mobile Phone,Debit Card,Grocery
51390,0.0,3.0,1.0,6.0,Female,2.0,3.0,1.0,Single,2.0,0.0,23.0,1.0,3.0,7.0,140.11,Mobile Phone,Credit Card,Laptop & Accessory
51391,1.0,4.0,1.0,18.0,Female,2.0,3.0,3.0,Married,2.0,0.0,14.88400906281408,1.0,15.0,8.0,295.45,Mobile Phone,Cash on Delivery,Others
51392,0.0,7.0,3.0,29.0,Male,3.0,3.0,3.0,Single,1.0,0.0,20.0,0.0,8.0,7.0,145.68,Mobile Phone,E wallet,Laptop & Accessory
51393,0.0,10.0,1.0,25.0,Male,2.606551638144726,3.0,4.0,Married,5.0,0.0,21.0,0.0,1.0,0.0,130.22,Phone,Debit Card,Mobile
51394,0.0,19.0,3.0,11.0,Male,3.0,3.0,1.0,Single,5.0,1.0,21.0,1.0,1.0,8.0,157.72,Mobile Phone,E wallet,Laptop & Accessory
51395,0.0,7.282871987246852,1.0,14.0,Male,2.0,1.0,1.0,Married,2.0,0.0,19.0,1.0,1.0,1.0,122.69,Phone,Debit Card,Mobile
51396,1.0,11.0,1.0,6.0,Male,3.0,4.0,3.0,Single,10.0,1.0,13.0,0.0,1.0,0.0,153.81,Mobile Phone,Debit Card,Grocery
51397,1.0,0.0,1.0,11.0,Male,2.0,3.0,3.0,Single,2.0,1.0,13.0,0.0,2.0,2.0,134.41,Phone,COD,Mobile
51398,0.0,17.0,3.0,6.0,Female,3.0,3.0,5.0,Married,6.0,1.0,21.0,1.0,1.0,3.0,154.54,Mobile Phone,E wallet,Laptop & Accessory
51399,0.0,8.0,1.0,17.0,Male,3.0,4.0,5.0,Married,3.0,1.0,13.0,1.0,2.0,3.0,198.84,Mobile Phone,Credit Card,Grocery
51400,0.0,0.0,3.0,29.0,Female,2.0,4.0,1.0,Married,8.0,1.0,19.0,0.0,1.0,0.0,141.57,Phone,E wallet,Laptop & Accessory
51401,0.0,6.0,1.0,29.0,Female,3.0,3.0,1.0,Single,2.0,1.0,12.0,3.0,6.060970814492683,12.0,234.58,Mobile Phone,Debit Card,Grocery
51402,0.0,8.0,3.0,5.0,Male,3.0,3.0,5.0,Married,2.0,0.0,22.0,0.0,1.0,8.0,190.69,Mobile Phone,Debit Card,Grocery
51403,0.0,8.0,1.0,29.0,Female,1.0,3.0,5.0,Married,4.0,1.0,15.0,0.0,2.0,2.0,140.14,Phone,Credit Card,Mobile Phone
51404,0.0,4.0,1.0,13.0,Male,2.0,3.0,1.0,Married,4.0,0.0,22.0,0.0,1.0,7.0,159.15,Mobile Phone,Debit Card,Laptop & Accessory
51405,0.0,10.0,1.0,6.0,Male,2.0,4.0,3.0,Married,2.0,0.0,18.0,0.0,1.0,7.0,159.93,Mobile Phone,Debit Card,Laptop & Accessory
51406,0.0,5.0,1.0,6.0,Male,2.0,3.0,1.0,Married,2.0,1.0,22.0,5.0,7.0,8.0,161.62,Mobile Phone,Credit Card,Laptop & Accessory
51407,0.0,11.0,1.0,14.839883131962653,Female,2.0,3.0,1.0,Single,2.0,0.0,11.0,6.0,9.0,9.0,124.06,Mobile Phone,Debit Card,Laptop & Accessory
51408,0.0,23.0,1.0,13.0,Female,2.0,4.0,3.0,Married,6.0,1.0,12.0,6.403781895127798,13.0,8.0,287.4,Mobile Phone,Credit Card,Others
51409,0.0,30.0,3.0,31.0,Female,4.0,3.0,5.0,Single,8.0,0.0,11.0,6.0,7.0,9.0,176.37,Mobile Phone,Debit Card,Grocery
51410,0.0,9.0,1.0,14.0,Female,2.0,3.0,3.0,Married,2.0,0.0,13.0,7.0,12.0,8.0,200.96,Mobile Phone,Cash on Delivery,Grocery
51411,0.0,28.0,1.0,14.0,Female,2.0,3.0,3.0,Married,3.0,1.0,14.0,1.0,2.70601078842541,2.0,247.56,Mobile Phone,Credit Card,Grocery
51412,0.0,9.0,1.0,17.0,Male,3.0,4.0,4.0,Single,2.0,0.0,13.0,1.0,1.0,3.0,164.99,Mobile Phone,Debit Card,Laptop & Accessory
51413,0.0,18.0,1.0,13.0,Male,2.0,3.0,5.0,Married,3.0,0.0,17.0,0.0,1.0,0.0,197.24,Mobile Phone,Debit Card,Grocery
51414,0.0,7.932606441601647,1.0,6.0,Male,3.0,3.0,5.0,Married,5.0,0.0,13.0,0.0,1.0,2.0,121.94,Mobile Phone,COD,Mobile
51415,1.0,0.0,1.0,15.0,Male,3.0,4.0,3.0,Married,1.0,1.0,17.0,1.0,1.0,0.0,133.88,Phone,COD,Mobile
51416,0.0,30.0,3.0,6.0,Female,2.0,4.0,3.0,Single,8.0,0.0,11.0,1.0,1.0,3.0,154.73,Mobile Phone,Debit Card,Laptop & Accessory
51417,0.0,2.0,1.0,8.0,Male,2.505726941301903,3.0,4.0,Married,1.0,0.0,23.0,1.0,1.0,4.0,127.03,Phone,Debit Card,Mobile
51418,0.0,4.0,1.0,14.177399713046253,Male,2.0,3.0,4.0,Single,2.0,0.0,17.0,1.0,1.0,0.0,125.01,Phone,COD,Mobile
51419,0.0,5.0,1.0,6.0,Male,3.0,3.0,4.0,Married,2.0,0.0,17.0,1.0,1.0,9.0,162.2,Mobile Phone,Debit Card,Laptop & Accessory
51420,0.0,9.0,1.0,12.0,Female,2.165201825857761,1.0,1.0,Married,4.0,0.0,12.0,0.0,1.0,0.0,130.38,Phone,Debit Card,Mobile
51421,0.0,4.0,1.0,14.0,Female,3.0,3.0,1.0,Single,2.0,0.0,23.0,1.0,1.0,8.0,144.24,Phone,Debit Card,Laptop & Accessory
51422,0.0,8.0,3.0,6.0,Male,2.0,4.0,5.0,Single,1.0,0.0,14.0,1.0,2.0,8.0,143.12,Phone,E wallet,Laptop & Accessory
51423,0.0,18.0,1.0,12.0,Male,2.0,3.0,5.0,Married,5.0,1.0,14.0,1.0,1.2261179410950618,0.0,232.45,Mobile Phone,UPI,Grocery
51424,0.0,10.0,1.0,13.0,Male,1.0,3.0,3.0,Single,5.0,0.0,13.0,0.0,1.1161789660193857,2.0,236.64,Mobile Phone,Credit Card,Grocery
51425,0.0,19.0,2.0,11.0,Male,3.0,3.0,4.0,Married,2.0,1.0,22.0,1.0,1.0,2.0,150.21,Mobile Phone,Credit Card,Laptop & Accessory
51426,0.0,3.0,1.0,6.0,Male,2.0,4.0,1.0,Married,2.0,1.0,12.0,1.0,3.0,0.0,151.26,Mobile Phone,Debit Card,Laptop & Accessory
51427,0.0,8.0,1.0,6.0,Male,2.512607932808327,4.0,3.0,Single,2.0,0.0,18.0,1.0,1.0,4.0,128.59,Phone,COD,Mobile
51428,0.0,28.0,3.0,6.0,Male,3.0,3.0,1.0,Married,4.0,0.0,14.0,0.0,1.0,0.0,202.39,Mobile Phone,Debit Card,Grocery
51429,0.0,11.0,1.0,12.0,Female,3.0,5.0,1.0,Married,8.0,1.0,12.0,0.0,1.0,9.0,153.29,Mobile Phone,Credit Card,Laptop & Accessory
51430,0.0,7.0,1.0,6.0,Male,3.0,3.0,4.0,Married,2.0,0.0,15.0,1.0,1.0,3.0,143.25,Phone,Credit Card,Laptop & Accessory
51431,0.0,29.0,1.0,13.0,Male,2.0,5.0,1.0,Single,5.0,0.0,11.0,0.0,1.0,2.0,172.6,Mobile Phone,Debit Card,Grocery
51432,0.0,0.0,3.0,14.097104721358717,Male,3.0,3.0,5.0,Married,4.0,0.0,13.0,1.0,1.0,0.0,123.22,Phone,COD,Mobile
51433,0.0,8.589696012977408,1.0,15.0,Male,3.0,3.0,1.0,Married,4.0,0.0,23.0,1.0,1.0,3.0,120.75,Phone,Debit Card,Mobile
51434,0.0,3.0,1.0,8.0,Male,4.0,4.0,1.0,Married,2.0,0.0,19.0,3.0,10.0,8.0,141.52,Phone,Debit Card,Laptop & Accessory
51435,1.0,9.0,3.0,15.0,Male,3.0,4.0,1.0,Single,2.0,0.0,16.0,3.0,4.0,7.0,196.19,Mobile Phone,Credit Card,Grocery
51436,0.0,13.0,1.0,6.0,Male,3.0,4.0,4.0,Married,2.0,0.0,22.0,5.0,8.325507581062766,11.0,235.03,Mobile Phone,Debit Card,Grocery
51437,0.0,24.0,3.0,27.0,Male,3.0,3.0,1.0,Single,1.0,1.0,22.0,0.0,1.0,0.0,154.41,Mobile Phone,E wallet,Laptop & Accessory
51438,0.0,3.0,3.0,10.0,Female,3.0,4.0,4.0,Married,2.0,1.0,12.0,2.0,2.0,7.0,152.09,Mobile Phone,Credit Card,Laptop & Accessory
51439,0.0,19.0,1.0,6.0,Male,2.0,4.0,5.0,Married,3.0,1.0,13.0,4.0,9.0,5.0,206.73,Mobile Phone,Credit Card,Grocery
51440,0.0,5.0,3.0,12.0,Male,2.0,3.0,3.0,Single,2.0,0.0,16.0,5.0,5.0,7.0,150.1,Mobile Phone,Credit Card,Laptop & Accessory
51441,0.0,27.0,1.0,8.0,Female,2.0,3.0,3.0,Married,10.0,0.0,12.0,0.0,1.2941668853722796,3.0,235.49,Mobile Phone,Cash on Delivery,Grocery
51442,0.0,0.0,3.0,9.0,Female,2.0,3.0,3.0,Married,1.0,0.0,21.0,0.0,1.0,2.0,149.99,Mobile Phone,UPI,Laptop & Accessory
51443,0.0,1.0,3.0,10.0,Male,2.0,3.0,3.0,Married,2.0,0.0,15.0,0.0,1.0,4.0,142.21,Mobile Phone,Credit Card,Laptop & Accessory
51444,0.0,30.0,3.0,16.0,Male,2.0,3.0,3.0,Single,1.0,0.0,13.0,0.0,3.098221988493917,8.0,238.72000000000003,Mobile Phone,Credit Card,Grocery
51445,0.0,9.605617023699926,1.0,29.0,Male,3.0,3.0,4.0,Married,5.0,0.0,12.0,0.0,1.0,2.0,120.42,Mobile Phone,COD,Laptop & Accessory
51446,1.0,1.5249951110876934,2.0,12.0,Male,3.0,3.0,5.0,Married,5.0,1.0,22.0,0.0,1.0,2.0,120.73,Phone,UPI,Mobile
51447,0.0,5.0,1.0,6.0,Male,2.315700109382501,3.0,5.0,Single,2.0,0.0,13.0,0.0,1.0,0.0,129.56,Phone,Debit Card,Mobile
51448,1.0,0.0,1.0,12.0,Female,2.528250480473675,4.0,1.0,Single,2.0,1.0,18.0,0.0,1.0,0.0,129.26,Mobile Phone,Debit Card,Mobile
51449,0.0,7.0,1.0,12.0,Female,2.0,3.0,3.0,Single,2.0,0.0,14.0,0.0,2.0,10.0,148.09,Phone,UPI,Laptop & Accessory
51450,0.0,10.0,1.0,8.0,Male,3.0,4.0,1.0,Married,6.0,0.0,14.0,1.0,1.0,0.0,151.63,Mobile Phone,Debit Card,Laptop & Accessory
51451,0.0,30.0,2.0,8.0,Female,2.0,4.0,1.0,Married,10.0,0.0,21.0,1.184688871991575,2.0,2.0,288.44,Mobile Phone,UPI,Others
51452,0.0,23.0,1.0,6.0,Female,3.0,3.0,4.0,Married,4.0,1.0,19.0,0.4602352078297529,1.0,7.0,281.72,Mobile Phone,Debit Card,Others
51453,1.0,0.0,3.0,11.0,Male,2.0,4.0,3.0,Single,2.0,1.0,11.0,0.0,1.0,3.0,157.44,Mobile Phone,E wallet,Laptop & Accessory
51454,0.0,0.0,1.0,13.0,Male,2.4080386951039547,4.0,1.0,Married,2.0,0.0,11.0,0.0,2.0,1.0,128.89,Phone,COD,Mobile
51455,0.0,0.0,1.0,21.0,Female,2.392143033184949,3.0,1.0,Single,2.0,0.0,15.0,1.0,1.0,0.0,128.71,Phone,COD,Mobile
51456,0.0,24.0,1.0,6.0,Female,1.0,4.0,5.0,Single,4.0,0.0,20.0,4.0,12.0,8.0,174.84,Mobile Phone,Credit Card,Grocery
51457,1.0,0.0,1.0,13.0,Male,3.0,5.0,3.0,Single,2.0,1.0,24.0,1.0,1.0,6.0,160.74,Mobile Phone,Debit Card,Laptop & Accessory
51458,0.0,27.0,2.0,32.0,Female,1.0,1.0,1.0,Single,3.0,1.0,12.0,1.82748144319947,4.0,4.0,273.28,Mobile Phone,UPI,Grocery
51459,0.0,0.0,1.0,24.0,Male,2.3978025680773394,3.0,3.0,Married,1.0,0.0,12.0,0.0,1.0,2.0,127.74,Phone,Debit Card,Mobile
51460,0.0,7.0,1.0,12.0,Female,2.0,4.0,4.0,Married,7.0,0.0,15.0,1.0,1.0,0.0,145.05,Phone,Debit Card,Laptop & Accessory
51461,0.0,10.0,3.0,9.0,Male,2.0,3.0,1.0,Single,3.0,0.0,12.0,0.0,1.0,3.0,174.28,Mobile Phone,Debit Card,Grocery
51462,0.0,7.0,1.0,11.0,Female,2.0,4.0,5.0,Single,3.0,0.0,12.0,2.0,5.0,6.902450266534888,216.31,Mobile Phone,Credit Card,Grocery
51463,0.0,9.0,3.0,17.0,Female,3.0,3.0,1.0,Married,1.0,0.0,14.0,0.0,2.0,8.0,197.38,Mobile Phone,Cash on Delivery,Grocery
51464,0.0,9.0,1.0,9.0,Female,2.516151757147802,3.0,1.0,Married,6.0,0.0,22.0,0.0,1.0,0.0,128.35,Phone,Debit Card,Mobile
51465,0.0,16.0,3.0,32.0,Male,3.0,3.0,1.0,Married,2.0,1.0,12.0,1.9766727154450967,4.0,12.0,269.59,Mobile Phone,Debit Card,Grocery
51466,0.0,3.0,1.0,16.351669639474572,Male,3.0,5.0,3.0,Married,2.0,0.0,25.0,0.0,1.0,9.0,126.13,Mobile Phone,Debit Card,Mobile
51467,0.0,6.0,3.0,28.0,Male,3.0,3.0,4.0,Married,1.0,0.0,13.0,0.0,1.0,7.0,161.46,Mobile Phone,E wallet,Laptop & Accessory
51468,1.0,19.0,1.0,20.0,Female,3.0,3.0,4.0,Married,10.0,1.0,18.0,3.0,4.0,3.0,149.63,Mobile Phone,Debit Card,Mobile Phone
51469,0.0,24.0,1.0,12.0,Male,2.0,3.0,3.0,Single,8.0,0.0,15.429723484166647,8.0,15.0,15.0,295.37,Mobile Phone,Debit Card,Others
51470,1.0,0.0,3.0,12.0,Male,3.0,5.0,3.0,Married,5.0,1.0,18.0,0.0,7.0,7.0,161.72,Mobile Phone,Debit Card,Laptop & Accessory
51471,0.0,0.0,1.0,14.560738900571534,Female,2.0,4.0,4.0,Married,2.0,0.0,19.0,2.0,4.0,3.0,123.68,Phone,UPI,Mobile
51472,1.0,20.0,1.0,29.0,Female,3.0,3.0,1.0,Married,2.0,0.0,12.0,7.0,15.0,6.0,203.12,Mobile Phone,Credit Card,Grocery
51473,1.0,0.3324526874214264,3.0,28.0,Male,2.0,3.0,3.0,Single,2.0,1.0,19.0,1.0,1.0,0.0,116.75,Mobile Phone,E wallet,Mobile Phone
51474,0.0,0.0,1.0,14.817112013762534,Male,3.0,3.0,1.0,Married,1.0,0.0,14.0,2.0,2.0,1.0,125.23,Phone,COD,Mobile
51475,0.0,22.0,1.0,26.0,Female,3.0,3.0,5.0,Married,2.0,0.0,14.0,5.0,5.0,11.0,165.67,Mobile Phone,Credit Card,Laptop & Accessory
51476,0.0,16.0,1.0,34.0,Female,3.0,1.0,3.0,Single,5.0,0.0,12.0,0.0,1.0,2.0,147.39,Mobile Phone,Credit Card,Mobile Phone
51477,0.0,23.0,3.0,18.0,Female,3.0,3.0,1.0,Single,5.0,0.0,11.0,1.0,2.0,1.0,192.08,Mobile Phone,E wallet,Grocery
51478,1.0,0.0,3.0,26.0,Female,3.0,5.0,3.0,Married,4.0,1.0,11.0,0.0,2.0,2.0,145.59,Phone,Debit Card,Laptop & Accessory
51479,0.0,14.0,3.0,15.0,Male,3.0,3.0,3.0,Married,4.0,1.0,13.0,0.0,1.0,7.0,181.89,Mobile Phone,Debit Card,Grocery
51480,0.0,0.0,2.0,31.0,Female,2.755067814544666,3.0,3.0,Married,2.0,0.0,23.0,2.0,5.0,7.0,129.42,Phone,Debit Card,Mobile
51481,0.0,9.0,1.0,12.0,Male,2.0,3.0,4.0,Married,7.0,0.0,20.0,0.0,1.0,1.0,149.41,Phone,Credit Card,Laptop & Accessory
51482,1.0,14.0,1.0,14.0,Male,2.0,5.0,1.0,Single,3.0,0.0,15.0,1.0,1.0,3.0,206.5,Mobile Phone,Debit Card,Grocery
51483,0.0,12.0,3.0,10.0,Female,2.0,4.0,3.0,Married,5.0,0.0,14.0,5.0,5.0,9.0,159.02,Mobile Phone,Debit Card,Laptop & Accessory
51484,0.0,0.0,3.0,34.0,Male,2.0,4.0,3.0,Married,3.0,0.0,18.0,1.0,2.0,2.0,186.39,Mobile Phone,Debit Card,Laptop & Accessory
51485,0.0,3.0,2.0,15.0,Male,2.0,3.0,1.0,Married,1.0,1.0,19.0,4.0,4.0,7.0,163.47,Mobile Phone,UPI,Laptop & Accessory
51486,1.0,0.0,1.0,15.0,Female,2.0,3.0,5.0,Single,8.0,0.0,22.0,1.0,1.0,4.0,142.0,Phone,Credit Card,Mobile Phone
51487,0.0,18.0,1.0,35.0,Male,2.0,3.0,1.0,Single,6.0,0.0,13.0,1.0,1.0,3.0,134.52,Phone,COD,Mobile
51488,0.0,11.0,1.0,9.0,Female,2.0,3.0,3.0,Single,4.0,1.0,20.0,2.0,2.0,2.0,143.17,Phone,COD,Laptop & Accessory
51489,0.0,3.0,1.0,14.573656968991028,Female,3.0,3.0,3.0,Single,2.0,0.0,14.0,1.0,1.0,4.0,126.32,Phone,Debit Card,Mobile
51490,0.0,5.0,3.0,15.0,Male,2.0,5.0,1.0,Married,1.0,0.0,17.0,0.0,1.0,7.0,146.68,Mobile Phone,Credit Card,Laptop & Accessory
51491,0.0,3.0,1.0,11.0,Female,2.0,3.0,5.0,Married,6.0,0.0,14.0,0.0,2.0,30.0,132.04,Phone,COD,Mobile
51492,0.0,3.0,1.0,8.0,Male,2.3337665116058157,4.0,1.0,Single,1.0,0.0,13.0,0.0,1.0,2.0,127.2,Phone,COD,Mobile
51493,0.0,14.0,1.0,16.0,Male,3.0,4.0,5.0,Married,5.0,0.0,13.0,3.820273017878269,7.0,7.0,271.81,Mobile Phone,Debit Card,Grocery
51494,0.0,7.824000060504869,1.0,15.0,Male,3.0,3.0,5.0,Married,3.0,0.0,21.0,0.0,1.0,4.0,122.38,Phone,Debit Card,Mobile
51495,0.0,5.879396579943418,1.0,9.0,Female,3.0,3.0,4.0,Single,2.0,0.0,14.0,1.0,1.0,0.0,114.83,Mobile Phone,Credit Card,Mobile Phone
51496,0.0,13.0,1.0,32.0,Female,2.0,3.0,4.0,Married,2.0,0.0,11.0,0.0,2.0,13.0,156.05,Mobile Phone,Credit Card,Laptop & Accessory
51497,0.0,8.0,3.0,6.0,Male,3.0,3.0,4.0,Married,2.0,0.0,13.0,0.0,1.0,6.0,172.95,Mobile Phone,E wallet,Grocery
51498,0.0,10.596558867034668,3.0,12.0,Male,2.0,3.0,3.0,Married,3.0,1.0,20.0,0.0,4.0,5.0,123.06,Phone,E wallet,Laptop & Accessory
51499,0.0,18.0,1.0,15.395542572776918,Male,2.0,3.0,4.0,Married,9.0,0.0,18.0,1.0,1.0,15.0,123.48,Phone,Debit Card,Laptop & Accessory
51500,0.0,5.0,3.0,14.0,Female,2.0,3.0,1.0,Single,2.0,0.0,14.0,2.0,3.0,7.0,189.98,Mobile Phone,E wallet,Grocery
51501,0.0,2.0,1.0,6.0,Male,2.0,3.0,3.0,Married,2.0,0.0,13.0,0.0,1.0,9.0,143.19,Mobile Phone,COD,Laptop & Accessory
51502,0.0,24.0,1.0,13.0,Male,2.0,4.0,3.0,Married,3.0,0.0,17.0,1.0,1.0,0.0,161.32,Mobile Phone,Credit Card,Laptop & Accessory
51503,0.0,30.0,1.0,15.0,Female,3.0,4.0,4.0,Married,5.0,1.0,20.0,1.0,1.0,0.0,133.46,Phone,COD,Mobile
51504,0.0,13.0,3.0,10.0,Male,3.0,4.0,1.0,Married,8.0,0.0,11.0,1.0,2.0,11.0,208.55,Mobile Phone,E wallet,Grocery
51505,0.0,10.22194356237867,3.0,8.0,Female,3.0,3.0,3.0,Married,7.0,0.0,18.0,0.0,1.0,2.0,122.31,Mobile Phone,E wallet,Mobile
51506,0.0,0.0,1.0,15.759828872819169,Male,3.0,3.0,1.0,Married,2.0,0.0,24.0,2.0,2.0,2.0,123.23,Phone,COD,Mobile
51507,0.0,9.842379849020627,1.0,15.0,Male,2.0,3.0,4.0,Married,7.0,0.0,18.0,2.0,2.0,2.0,120.24,Mobile Phone,COD,Mobile
51508,0.0,1.0,1.0,27.0,Male,2.3676347817013306,3.0,1.0,Married,2.0,0.0,11.0,0.0,1.0,2.0,127.13,Phone,COD,Mobile
51509,0.0,30.0,1.0,30.0,Male,2.0,1.0,1.0,Married,4.0,1.0,16.0,1.0,1.0,4.0,194.39,Mobile Phone,Debit Card,Grocery
51510,0.0,0.0,1.0,15.684526653296466,Male,3.0,4.0,3.0,Married,2.0,1.0,15.0,0.0,1.0,1.0,125.66,Mobile Phone,COD,Mobile
51511,0.0,23.0,1.0,17.0,Female,2.0,3.0,4.0,Single,4.0,0.0,15.278240111725792,0.0,4.0,4.0,299.26,Mobile Phone,Debit Card,Others
51512,0.0,14.0,1.0,13.824603812469816,Male,2.0,3.0,3.0,Married,5.0,0.0,12.0,1.0,1.0,8.0,124.51,Phone,Debit Card,Mobile
51513,0.0,3.0,3.0,11.0,Female,2.0,3.0,1.0,Married,3.0,0.0,12.0,1.0,7.0,4.0,194.19,Mobile Phone,Debit Card,Grocery
51514,0.0,11.0,3.0,6.0,Female,2.0,4.0,1.0,Single,5.0,0.0,22.0,0.0,1.0,7.0,186.86,Mobile Phone,Debit Card,Laptop & Accessory
51515,0.0,5.0,1.0,12.0,Male,2.5040922338633305,3.0,3.0,Single,4.0,0.0,20.0,0.0,1.0,4.0,130.38,Phone,Debit Card,Mobile
51516,0.0,0.0,1.0,23.0,Male,2.414101852664964,3.0,4.0,Married,1.0,1.0,16.0,0.0,1.0,1.0,130.58,Phone,COD,Mobile
51517,1.0,0.0,3.0,16.79799441945746,Female,3.0,5.0,5.0,Single,1.0,0.0,21.0,1.0,1.0,0.0,123.25,Mobile Phone,COD,Mobile
51518,0.0,8.629694418595912,1.0,9.0,Male,1.0,3.0,4.0,Single,5.0,0.0,12.0,2.0,7.0,2.0,120.88,Mobile Phone,COD,Mobile
51519,0.0,3.0,1.0,15.0,Male,2.5022099183947786,3.0,5.0,Married,2.0,0.0,11.0,5.0,6.0,10.0,130.72,Mobile Phone,COD,Laptop & Accessory
51520,0.0,18.0,3.0,10.0,Female,1.0,3.0,5.0,Married,5.0,1.0,11.0,0.0,1.0,3.0,150.06,Mobile Phone,Debit Card,Laptop & Accessory
51521,0.0,29.0,1.0,14.0,Female,3.0,3.0,5.0,Married,5.0,1.0,18.0,2.0,2.0,2.0,142.57,Phone,Debit Card,Mobile Phone
51522,0.0,6.0,1.0,13.8310683277307,Male,2.0,3.0,1.0,Single,1.0,0.0,14.0,1.0,1.0,2.0,125.0,Phone,Debit Card,Mobile
51523,1.0,0.0,1.0,8.0,Male,2.0,4.0,1.0,Single,2.0,0.0,22.0,1.0,1.0,0.0,111.02,Mobile Phone,Debit Card,Mobile Phone
51524,0.0,19.0,3.0,6.0,Female,3.0,3.0,5.0,Married,2.0,0.0,25.0,8.0,15.0,7.0,204.53,Mobile Phone,E wallet,Grocery
